_id,image_url,new_id,title,ingredients,servings,instructions,dairy_free,gluten_free,pescatarian,vegetarian,nut_free,cycle_phase,free_version,breakfast,lunch,dinner,snack
64d104c78a3a343dcd655404,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Amish_Pork_Sampler_with_Sauerkraut_And_Apples_generated_64d104c78a3a343dcd655404.jpeg,64d104c78a3a343dcd655404,Amish Pork Sampler with Sauerkraut And Apples,"['3/4 lb Pork loin', '1/4 c Sliced onions', '1/8 c Sliced celery', '2 pt Sauerkraut', '3/4 lb Spare ribs', '2 c Veal stock', '3/4 lb Sausage', '1 ts Tomato paste', '12 Juniper berries', '1/2 ts Caraway seeds', '1 Apple; peeled and sliced', '2 Potatoes; peeled and diced small', 'Salt and pepper', '2 ts Brown sugar']",1,"['Season the pork loin and brown in a heavy skillet', 'Remove from skillet and add onions, celery, sauerkraut, and spare ribs, and stock', 'Cover and simmer 45 minutes without sausage and pork loin', 'Add the sausage, pork and the remaining ingredients and cook for an additional 45 minutes or until the pork is completely done', 'S: 4 servings']",True,True,False,False,True,Follicular,True,False,False,True,False
64d104c38a3a343dcd655385,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Anarkali_Shorba_Pomegranate_Soup__generated_64d104c38a3a343dcd655385.jpeg,64d104c38a3a343dcd655385,Anarkali Shorba (Pomegranate Soup),"['2 Pomegranates', '1 tb Butter', '1 sm Onion; finely chopped', '2 ts Finely chopped fresh ginger', '20 Spinach leaves', '1/2 ts Ground cumin', 'Salt and pepper to taste', '4 tb Double cream']",4,"['Cut each pomegranate into half', 'Hold one half with the cut side down and tap it all the way round with the handle of a knife or other similar object', 'This will loosen the seeds and will make it easier to remove them', 'Once you have removed all the seeds, discard any white membrane which is next to the seeds', 'Melt the butter gently over a low heat and fry the onions and ginger until the onions are soft, but not brown', 'Reserve one tablespoon of pomegranate seeds and add the rest to the onions, followed by the spinach and cumin', 'Pour in 450ml warm water', 'Bring to the boil, reduce the heat to low, cover and cook for 5-6 minutes', 'Remove from the heat, cool slightly, then puree the ingredients in a blender', 'Season with salt and plenty of freshly milled black pepper', 'Put the soup into individual serving bowls, swirl a little cream into each bowl and garnish with the reserved pomegranate seeds']",False,True,False,True,True,Follicular,True,False,True,False,False
64d104d18a3a343dcd6555cf,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Bananas_with_Green_Split_Peas_generated_64d104d18a3a343dcd6555cf.jpeg,64d104d18a3a343dcd6555cf,Bananas with Green Split Peas,"['2 c Dried green split peas', '4 Ripe bananas', '1/2 ts Salt', '2 tb Palm oil', '1 sm Onion, thinly sliced']",6,"['Cook peas in enough water to cover until tender, about 1 1/2 hours', 'Peel bananas & lay them whole on top of the peas without mixing', 'Cook for 10 minutes', 'Add water if necessary to prevent sticking', 'Meanwhile, heat the oil & brown the onions', 'With a slotted spoon, remove the bananas & peas & add to the onions', 'Sprinkle in the salt & cook over medium heat, stirring gently but constantly, until the oil has been abosrbed', 'Serve hot']",True,True,False,True,True,Follicular,False,False,True,False,False
64d104d78a3a343dcd6556b1,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Barley Amaranth Waffles_generated_64d104d78a3a343dcd6556b1.jpeg,64d104d78a3a343dcd6556b1,Barley-Amaranth Waffles,"['3/4 c AM Amaranth Flour', '1 c AM Barley Flour', '1 tb Non-alum baking powder', '1/4 ts Sea salt (optional)', '1 1/2 c Milk, soymilk, or water', '3 tb AM Unrefined Vegetable Oil']",4,"['Mix liquids and dry ingredients separately, then beat together with a hand mixer', 'Pour onto hot, non-stick surface griddle', 'Thin batter with additional water if needed', 'Makes four waffles', 'May be used for pancakes also']",False,False,False,True,True,Ovulatory,False,True,False,False,False
64d104d88a3a343dcd6556d5,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Beef Misoyaki_generated_64d104d88a3a343dcd6556d5.jpeg,64d104d88a3a343dcd6556d5,Beef Misoyaki,"['1 1/2 lb Beef rib eye roast; thinly sliced', '3 1/4 tb Sesame seeds', '1/2 c Miso; light, see * Note 1', '1/3 c Sake; see * Note 2', '3/4 ts MSG; (optional)', '1 1/2 tb Sugar', '1 1/2 tb Soy sauce', '1 1/2 tb Peanut oil']",5,"['* Note 1: Fermented soybean paste; available in Japanese and Oriental markets', '* Note 2: Japanese wine; widely available', 'Toast the sesame seeds in a frying pan', 'Cook only until a few pop and the rest turn golden brown', 'Grind seeds with a mortar and pestle or run through a food blender', 'Do not grind too fine', 'Add the miso to the sesame seeds and mix well', 'Add the soy sauce, sugar, optional MSG and sake', 'Spread one-half of the mixture on a platter and place the beef slices in the marinade', 'Brush the remaining marinade on top', 'Let stand for 30 minutes to 1 hour', 'Remove the beef from the marinade, scrape off the excess marinade and reserve', 'Broil or pan fry with a little oil until just cooked -- about 5 minutes', 'Heat the leftover marinade and serve with the beef', 'Generally this dish is eaten with boiled rice', 'Comments: Miso, fermented soybean paste, is used in this dish to provide a beef and soy flavor that is terribly rich', 'Obviously, it will stretch out the meat, but that does not seem to be the concern here', 'The Japanese have loved beef for the past 100 years or so and they eat a great deal of it', 'Still, you will be surprised at how far this dish will go, at a meal']",True,False,False,False,True,Menstrual,False,False,False,True,False
64d104d58a3a343dcd655653,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Beef_And_Sweet_Potato_Tzimmes_generated_64d104d58a3a343dcd655653.jpeg,64d104d58a3a343dcd655653,Beef And Sweet Potato Tzimmes,"['1 tb Vegetable oil; OR chicken fat', '2 lb Beef stew meat; OR boneless beef chuck, cut into 1-1/2"" cube', '2 lg Onions; chopped', '5 lg Carrots; peeled and, cut into 1"" chunks', '1/2 ts Salt', '3 c Water; up to 4 cups', '2 lg Potatoes', '2 Sweet potatoes; OR yams', '1/4 c Honey; up to 1/3 cup', '1/2 ts Ground cinnamon', '1 pn Pepper', '1/2 lb Pitted prunes; dry', '1 tb All-purpose flour; (optional)', '1 tb Chopped parsley; (optional)', 'Hot water']",6,"['Heat oil in a Dutch oven or heavy casserole over medium heat', 'Add meat and brown well on all sides; if necessary brown meat in batches to avoid crowding', 'Remove meat from pan and add onions and saute until browned', 'Return meat to pan and add carrots, salt, and enough water to just cover', 'Bring to a boil, skimming occasionally, then cover and simmer over low heat, skimming once or twice, for 1 hour', 'Peel both types of potatoes and cut in large dice', 'After meat and carrots have cooked 1 hour, add potatoes, sweet potatoes, honey, cinnamon, and pepper to pan and mix gently', 'Push vegetables into liquid and bring to a boil', 'Partly cover and simmer 30 minutes', 'Meanwhile, soak prunes in enough hot water to cover for about 30 minutes', 'Gently stir stew once', 'Remove prunes from their liquid, reserving liquid if later thickening the stew, and add prunes to pan', 'Uncover and simmer 30 minutes longer or until meat is very tender', 'Shake pan occasionally to prevent sticking but avoid stirring so as not to break up ingredients', 'The stew should be moist but not soupy', 'If allowed to stand for 1 hour or more before being served, it will absorb enough of the excess liquid', 'If too much liquid remains, bake uncovered in a 350 F oven for 15 to 30 minutes', 'Alternatively, stir flour with 2 tablespoons prune liquid in a bowl, gradually stir in about 1 cup of meat cooking liquid, and return mixture to pan; simmer about 5 minutes', '(Stew can be made 1 day ahead and reheated gently in a covered pan over low heat or in a 300 F oven', ') Serve from a deep serving dish', 'Sprinkle with parsley if desired', 'Serves 4 to 6 645', '3 Cal 16', '0 g fat 90', '9 g carbohydrate 9', '8 g fiber 22', '1% calories from fat']",True,False,False,False,True,Luteal,True,False,False,True,False
64d104c98a3a343dcd655454,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Beef_Barley_Soup_with_Wild_Mushrooms_And_Parsnips_generated_64d104c98a3a343dcd655454.jpeg,64d104c98a3a343dcd655454,Beef Barley Soup with Wild Mushrooms And Parsnips,"['3 tb Olive oil', '1 1/2 lb Assorted fresh wild mushrooms; (such as crimini and oyster), sliced', '3/4 lb Onions; chopped', '2 Celery stalks; chopped', '4 lg Garlic cloves; chopped', '3 1/2 lb Center-cut beef shank slices; (about 3/4 to 1 inch thick)', '8 c Canned beef broth', '7 c Water', '1 1/4 lb Red bell peppers; chopped', '1 lb Parsnips; peeled, cut into 1/2-inch pieces', '1/2 lb Carrots; peeled, cut into 1/2-inch pieces', '1 3/4 c Pearl barley; (about 9 ounces)', '1 1/2 c Canned crushed tomatoes with added puree', '2 pk Dried porcini mushrooms; (see note below), brushed clean of any grit, coarsely chopped (3/4-ounce)', '2 tb Dried marjoram', '1 tb Dried thyme']",1,"['Heat oil in heavy large pot over medium-high heat', 'Add mushrooms and onions', 'Saute until mushrooms brown, about 18 minutes', 'Add celery and garlic and stir 1 minute', 'Add beef shank slices and all remaining ingredients', 'Bring to boil', 'Reduce heat to medium-low', 'Cover and simmer until meat is tender, about 1 1/2 hours', 'Remove from heat', 'Using tongs, remove meat from pot', 'Cool slightly', 'Remove meat from bones; discard bones and any tough connective tissue', 'Cut meat into bite-size pieces and return to soup', 'Season soup to taste with salt and pepper', '(Can be made 2 days ahead', 'Cool slightly at room temperature', 'Chill uncovered until cold, then cover and keep chilled', 'Rewarm over medium heat', ') Note: Porcini mushrooms are available at Italian markets, specialty foods stores and many supermarkets', 'Makes 8 servings']",True,False,False,False,True,Follicular,True,False,False,True,False
64d104cf8a3a343dcd655560,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Beef_Barley_Soup_with_Wild_Mushrooms_And_Parsnips_generated_64d104cf8a3a343dcd655560.jpeg,64d104cf8a3a343dcd655560,Beef Barley Soup with Wild Mushrooms And Parsnips,"['3 tb Olive oil', '1 1/2 lb Assorted fresh wild mushrooms; (such as crimini and oyster), sliced', '3/4 lb Onions; chopped', '2 Celery stalks; chopped', '4 lg Garlic cloves; chopped', '3 1/2 lb Center-cut beef shank slices; (about 3/4 to 1 inch thick)', '8 c Canned beef broth', '7 c Water', '1 1/4 lb Red bell peppers; chopped', '1 lb Parsnips; peeled, cut into 1/2-inch pieces', '1/2 lb Carrots; peeled, cut into 1/2-inch pieces', '1 3/4 c Pearl barley; (about 9 ounces)', '1 1/2 c Canned crushed tomatoes with added puree', '2 pk Dried porcini mushrooms; (see note below), brushed clean of any grit, coarsely chopped (3/4-ounce)', '2 tb Dried marjoram', '1 tb Dried thyme']",1,"['Heat oil in heavy large pot over medium-high heat', 'Add mushrooms and onions', 'Saute until mushrooms brown, about 18 minutes', 'Add celery and garlic and stir 1 minute', 'Add beef shank slices and all remaining ingredients', 'Bring to boil', 'Reduce heat to medium-low', 'Cover and simmer until meat is tender, about 1 1/2 hours', 'Remove from heat', 'Using tongs, remove meat from pot', 'Cool slightly', 'Remove meat from bones; discard bones and any tough connective tissue', 'Cut meat into bite-size pieces and return to soup', 'Season soup to taste with salt and pepper', '(Can be made 2 days ahead', 'Cool slightly at room temperature', 'Chill uncovered until cold, then cover and keep chilled', 'Rewarm over medium heat', ') Note: Porcini mushrooms are available at Italian markets, specialty foods stores and many supermarkets', 'Makes 8 servings']",True,False,False,False,True,Luteal,True,False,False,True,False
64d104cb8a3a343dcd6554b7,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Beef_Olives_generated_64d104cb8a3a343dcd6554b7.jpeg,64d104cb8a3a343dcd6554b7,Beef Olives,"['4 Lean beef; lamb or veal steaks (700 g)', '4 tb Butter; (60 g)', '4 Bay leaves', '4 Flakes; (8 g) garlic, sliced', '3 Cm ginger; julienned', '8 Spring onions; chopped', '2 Egg yolks', '6 Bread slices; crust removed', 'A few strands saffron', '4 sl Streaky bacon; cooked till crisp', '1/4 ts Nutmeg powder; (1 g)', '1/2 ts Salt; (2 g)', '15 g Mint leaves; chopped', '25 g Coriander leaves; chopped']",4,"['BEAT the steaks with a meat mallet until they are about one cm thick', 'Heat the butter in the wok', 'Season with bay leaves, garlic and ginger', 'Add the spring onions and stir-fry for about five minutes or till they turn translucent', 'When cool, add the egg yolks, bread, saffron, bacon, nutmeg powder, salt and coriander leaves', 'Mix well, adding a little water to obtain a mouldable stuffing Divide it into four portions', ""Roll each steak gently but firmly around one part of stuffing Tie off with string Put the 'olives' onto a foil-lined oven tray"", 'Cover the tray with foil and bake at 190 C/375 F/ Gas 5 for about 30 minutes, or until done', 'Incorporate any spare juices into a gravy, and serve with potatoes and other vegetables', 'NOTES : Take some beaten lean steak, roll it around a tasty stuffing, and bake to cook', ""That's a beef olive"", 'No olives used in the recipe']",False,False,False,False,True,Follicular,False,False,False,True,False
64d104cb8a3a343dcd6554b8,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Beef_Ragu_with_Tomatoes_And_Olives_generated_64d104cb8a3a343dcd6554b8.jpeg,64d104cb8a3a343dcd6554b8,Beef Ragu with Tomatoes And Olives,"['1 tb Olive oil', '1 lb Boneless beef chuck steak; cut into 1"" cubes', '2 ts Tarragon; or 2 tbsp fresh', '2 c Canned peeled tomatoes; coarsely chopped', '1 ts Orange zest; minced', '3/4 c Dry white wine or chicken stock', '1/2 c Pitted green or black olives', '1 tb Parsley; minced']",1,"['Heat oil in a large heavy nonstick skillet over medium high heat', 'Saute beef 3-4 minutes per side or until golden brown', 'Add tarragon, tomatoes, orange zest & wine', 'Reduce heat to low, cover and stew 45-50 minutes or until meat is done', 'If stew becomes too thick, add a little water', 'Season with salt & pepper to taste', 'Stir in olives & sprinkle with parsley just before serving']",True,True,False,False,True,Follicular,False,False,False,True,False
64d104d58a3a343dcd655654,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Beef_Turkey_And_Mashed_Sweet_Potato_Pie_generated_64d104d58a3a343dcd655654.jpeg,64d104d58a3a343dcd655654,"Beef, Turkey And Mashed Sweet Potato Pie","['1 lb Lean Ground Beef;', '1 c Leftover Turkey; shredded or ground', '1 tb Olive Oil', '2 lg Onions; coarsely chopped', '2 Cloves Garlic; minced', '2 lg Carrots; coarsely chopped', '1 cn (28-oz.) crushed Tomatoes', '1/2 ts Dried Thyme', 'Salt & Black Pepper', '2 c Leftover Sweet Potatoes; mashed', '1/4 c Milk', '2 tb Fresh Parsley; chopped']",6,"['Warm a Dutch oven over moderately high heat until hot', ""Add the beef and brown it, stirring frequently, for about 7 minutes or until it's no longer pink and has released its juices"", 'Remove from the heat and spoon the meat into a sieve set over a bowl', 'Allow all the fat to drain from the meat for at least 10 minutes', 'Add the turkey to the beef', 'In the same Dutch oven, heat the olive oil over moderately high heat', 'Add the onions, garlic, and carrots, and sauté about 10 minutes or until softened and golden brown', 'Return the meats to the pan', 'Stir in the crushed tomatoes, thyme, salt, and pepper, and bring the mixture to a boil', 'Cover and simmer, stirring occasionally, for about 25 minutes or until a rich stew has formed', 'Preheat the oven to 400-F', 'Transfer the meat mixture to a 9-inch by 13-inch baking dish and smooth out to an even layer', 'Spread the mashed sweet potatoes over the meat, and smooth the surface with a spatula', '(You may want to warm the leftover mashed sweet potatoes with the milk in the microwave briefly, in order to make the vegetable easier to spread in a single layer', ') Bake about 15 minutes or until heated through and bubbling around the edges', 'Serve warm with a parsley garnish']",False,True,False,False,True,Luteal,True,False,False,True,False
